garment_name,matching_combination_name,panel_count,stitch_count,panel_name_contains_digit,contains_clockwise_panel,mesh_len_segmentation_match,mesh_filter_failed,none_vertex_count,stitch_vertex_count,none_filtered_vertex_count,stitch_filtered_vertex_count
dress_sleeveless_0QQ6QDKQD8,dress_sleeveless_0QQ6QDKQD8,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_0R0VSXFOXW,dress_sleeveless_0R0VSXFOXW,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_0RHXDY49DY,dress_sleeveless_0RHXDY49DY,4,10,False,False,True,False,232,228,0,0
dress_sleeveless_0RO5B7WUVH,dress_sleeveless_0RO5B7WUVH,4,10,False,False,True,False,256,252,0,0
dress_sleeveless_0RZ5AEXFTB,dress_sleeveless_0RZ5AEXFTB,4,10,False,False,True,False,232,228,0,0
dress_sleeveless_0TI1WDSMJT,dress_sleeveless_0TI1WDSMJT,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_0TJSVCRGVZ,dress_sleeveless_0TJSVCRGVZ,4,10,False,False,True,False,264,260,0,0
dress_sleeveless_0TUZH3928E,dress_sleeveless_0TUZH3928E,4,10,False,False,True,False,262,258,0,0
dress_sleeveless_0U8EOGGJIB,dress_sleeveless_0U8EOGGJIB,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_0URZKVGRFN,dress_sleeveless_0URZKVGRFN,4,10,False,False,True,False,274,270,0,0
dress_sleeveless_0UUQ2NS29W,dress_sleeveless_0UUQ2NS29W,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_0VN8KN6PQL,dress_sleeveless_0VN8KN6PQL,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_0VX8RMANIW,dress_sleeveless_0VX8RMANIW,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_0WHEA0V7BE,dress_sleeveless_0WHEA0V7BE,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_0X03M9REN2,dress_sleeveless_0X03M9REN2,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_0XBFPP86S3,dress_sleeveless_0XBFPP86S3,4,10,False,False,True,False,276,272,0,0
dress_sleeveless_0XBNYF86QL,dress_sleeveless_0XBNYF86QL,4,10,False,False,True,False,222,218,0,0
dress_sleeveless_0XN15Y8OPP,dress_sleeveless_0XN15Y8OPP,4,10,False,False,True,False,222,218,0,0
dress_sleeveless_0Y8LS0U63M,dress_sleeveless_0Y8LS0U63M,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_0YKCH1DKLK,dress_sleeveless_0YKCH1DKLK,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_0YMU1AKQXL,dress_sleeveless_0YMU1AKQXL,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_0Z54DUIP2N,dress_sleeveless_0Z54DUIP2N,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_0ZZXIFQQ8Q,dress_sleeveless_0ZZXIFQQ8Q,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_10K2MD2TQH,dress_sleeveless_10K2MD2TQH,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_10ZBPGRMXV,dress_sleeveless_10ZBPGRMXV,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_11V8SCHJUJ,dress_sleeveless_11V8SCHJUJ,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_13342ZWWBF,dress_sleeveless_13342ZWWBF,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_133I17GZFP,dress_sleeveless_133I17GZFP,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_13GP1V8BRX,dress_sleeveless_13GP1V8BRX,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_1447JVID7Z,dress_sleeveless_1447JVID7Z,4,10,False,False,True,False,278,274,0,0
dress_sleeveless_14NOA5YW28,dress_sleeveless_14NOA5YW28,4,10,False,False,True,False,206,202,0,0
dress_sleeveless_14Q5CM6ZTI,dress_sleeveless_14Q5CM6ZTI,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_14RNGXPFJL,dress_sleeveless_14RNGXPFJL,4,10,False,False,True,False,212,208,0,0
dress_sleeveless_14V9973A5L,dress_sleeveless_14V9973A5L,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_14XETWWW2X,dress_sleeveless_14XETWWW2X,4,10,False,False,True,False,208,204,0,0
dress_sleeveless_14Z2FVW958,dress_sleeveless_14Z2FVW958,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_15M06HA866,dress_sleeveless_15M06HA866,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_15MSI8MTAY,dress_sleeveless_15MSI8MTAY,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_15Z0NGJCL9,dress_sleeveless_15Z0NGJCL9,4,10,False,False,True,False,286,282,0,0
dress_sleeveless_16CCB5IIZI,dress_sleeveless_16CCB5IIZI,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_16UMPL43ZH,dress_sleeveless_16UMPL43ZH,4,10,False,False,True,False,216,212,0,0
dress_sleeveless_16XVC4JYNX,dress_sleeveless_16XVC4JYNX,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_17X9IRF3TK,dress_sleeveless_17X9IRF3TK,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_18YRX6TLAE,dress_sleeveless_18YRX6TLAE,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_19EPQHN9YD,dress_sleeveless_19EPQHN9YD,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_19KF9BOT4O,dress_sleeveless_19KF9BOT4O,4,10,False,False,True,False,256,252,0,0
dress_sleeveless_1A2PS111ZH,dress_sleeveless_1A2PS111ZH,4,10,False,False,True,False,206,202,0,0
dress_sleeveless_1B2K64KSZ1,dress_sleeveless_1B2K64KSZ1,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_1BGGM25JOS,dress_sleeveless_1BGGM25JOS,4,10,False,False,True,False,284,280,0,0
dress_sleeveless_1BHHN5S23C,dress_sleeveless_1BHHN5S23C,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_1C98FCI9FS,dress_sleeveless_1C98FCI9FS,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_1CIE7OQ1XS,dress_sleeveless_1CIE7OQ1XS,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_1CXYEI3VIC,dress_sleeveless_1CXYEI3VIC,4,10,False,False,True,False,194,190,0,0
dress_sleeveless_1DD7UEQN0L,dress_sleeveless_1DD7UEQN0L,4,10,False,False,True,False,210,206,0,0
dress_sleeveless_1DQXB8EDT8,dress_sleeveless_1DQXB8EDT8,4,10,False,False,True,False,234,230,0,0
dress_sleeveless_1E8PI9A2DX,dress_sleeveless_1E8PI9A2DX,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_1FKKE4TLD7,dress_sleeveless_1FKKE4TLD7,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_1FMSRJD8CT,dress_sleeveless_1FMSRJD8CT,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_1FZ31LB39X,dress_sleeveless_1FZ31LB39X,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_1GB03NT2SI,dress_sleeveless_1GB03NT2SI,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_1GEFKANLM1,dress_sleeveless_1GEFKANLM1,4,10,False,False,True,False,204,200,0,0
dress_sleeveless_1GR1W2EZTO,dress_sleeveless_1GR1W2EZTO,4,10,False,False,True,False,182,178,0,0
dress_sleeveless_1HK1FOBA83,dress_sleeveless_1HK1FOBA83,4,10,False,False,True,False,208,204,0,0
dress_sleeveless_1HKE1WDNM7,dress_sleeveless_1HKE1WDNM7,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_1HPATE521M,dress_sleeveless_1HPATE521M,4,10,False,False,True,False,268,264,0,0
dress_sleeveless_1I698FNAVC,dress_sleeveless_1I698FNAVC,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_1IMLQHW73U,dress_sleeveless_1IMLQHW73U,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_1JALVEVJPO,dress_sleeveless_1JALVEVJPO,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_1K5VSKVVA0,dress_sleeveless_1K5VSKVVA0,4,10,False,False,True,False,280,276,0,0
dress_sleeveless_1KK7NY15X0,dress_sleeveless_1KK7NY15X0,4,10,False,False,True,False,268,264,0,0
dress_sleeveless_1LCXJSNMVQ,dress_sleeveless_1LCXJSNMVQ,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_1LV0JRHYCQ,dress_sleeveless_1LV0JRHYCQ,4,10,False,False,True,False,244,240,0,0
dress_sleeveless_1M10E9IVBQ,dress_sleeveless_1M10E9IVBQ,4,10,False,False,True,False,210,206,0,0
dress_sleeveless_1M66QBSEF3,dress_sleeveless_1M66QBSEF3,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_1MPBUPMSQB,dress_sleeveless_1MPBUPMSQB,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_1MT3C8WP73,dress_sleeveless_1MT3C8WP73,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_1MVG2X8SAC,dress_sleeveless_1MVG2X8SAC,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_1MW912PIY4,dress_sleeveless_1MW912PIY4,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_1NAYUTM6CU,dress_sleeveless_1NAYUTM6CU,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_1NBQ5RY7B4,dress_sleeveless_1NBQ5RY7B4,4,10,False,False,True,False,280,276,0,0
dress_sleeveless_1O224BCGCV,dress_sleeveless_1O224BCGCV,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_1O94QFOJ1E,dress_sleeveless_1O94QFOJ1E,4,10,False,False,True,False,200,196,0,0
dress_sleeveless_1OFP9SU770,dress_sleeveless_1OFP9SU770,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_1OJARSXSHC,dress_sleeveless_1OJARSXSHC,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_1Q8WMMMVV6,dress_sleeveless_1Q8WMMMVV6,4,10,False,False,True,False,256,252,0,0
dress_sleeveless_1QNSPOZSBH,dress_sleeveless_1QNSPOZSBH,4,10,False,False,True,False,274,270,0,0
dress_sleeveless_1R9OQ9VDZB,dress_sleeveless_1R9OQ9VDZB,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_1RSW7QC7Q8,dress_sleeveless_1RSW7QC7Q8,4,10,False,False,True,False,234,230,0,0
dress_sleeveless_1RVSY5GSLS,dress_sleeveless_1RVSY5GSLS,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_1T1OF7LRX4,dress_sleeveless_1T1OF7LRX4,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_1TPLP7NKXT,dress_sleeveless_1TPLP7NKXT,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_1UHTWRK2NI,dress_sleeveless_1UHTWRK2NI,4,10,False,False,True,False,204,200,0,0
dress_sleeveless_1UNLGGCJTB,dress_sleeveless_1UNLGGCJTB,4,10,False,False,True,False,234,230,0,0
dress_sleeveless_1VMGC3G14P,dress_sleeveless_1VMGC3G14P,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_1W6U8FC3R5,dress_sleeveless_1W6U8FC3R5,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_1WNAUM8Z17,dress_sleeveless_1WNAUM8Z17,4,10,False,False,True,False,270,266,0,0
dress_sleeveless_1Z9K33SL7X,dress_sleeveless_1Z9K33SL7X,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_203M01AJAT,dress_sleeveless_203M01AJAT,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_20UW2BJER8,dress_sleeveless_20UW2BJER8,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_218QURL7XZ,dress_sleeveless_218QURL7XZ,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_21XKVRFIWF,dress_sleeveless_21XKVRFIWF,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_233UOV11UT,dress_sleeveless_233UOV11UT,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_23OBXEZ7TI,dress_sleeveless_23OBXEZ7TI,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_25YIJDKCEP,dress_sleeveless_25YIJDKCEP,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_264ET7OLGC,dress_sleeveless_264ET7OLGC,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_26ZPC7XJSA,dress_sleeveless_26ZPC7XJSA,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_278SYIEMVH,dress_sleeveless_278SYIEMVH,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_28D4X7400H,dress_sleeveless_28D4X7400H,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_28O6MTTS0O,dress_sleeveless_28O6MTTS0O,4,10,False,False,True,False,284,280,0,0
dress_sleeveless_28Z1DM937N,dress_sleeveless_28Z1DM937N,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_28ZO9F8HTN,dress_sleeveless_28ZO9F8HTN,4,10,False,False,True,False,198,194,0,0
dress_sleeveless_29BD1G35BI,dress_sleeveless_29BD1G35BI,4,10,False,False,True,False,200,196,0,0
dress_sleeveless_2B06COKZXY,dress_sleeveless_2B06COKZXY,4,10,False,False,True,False,264,260,0,0
dress_sleeveless_2BZ1NJ6D3O,dress_sleeveless_2BZ1NJ6D3O,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_2DBGCOBSNN,dress_sleeveless_2DBGCOBSNN,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_2DCZP1JBVI,dress_sleeveless_2DCZP1JBVI,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_2DHHSSX2KL,dress_sleeveless_2DHHSSX2KL,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_2DK7IEK44K,dress_sleeveless_2DK7IEK44K,4,10,False,False,True,False,274,270,0,0
dress_sleeveless_2DLJYAKUHS,dress_sleeveless_2DLJYAKUHS,4,10,False,False,True,False,262,258,0,0
dress_sleeveless_2DY1JVEG0K,dress_sleeveless_2DY1JVEG0K,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_2EOCWWKFPU,dress_sleeveless_2EOCWWKFPU,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_2FFLZWE83R,dress_sleeveless_2FFLZWE83R,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_2FHDXWBDXE,dress_sleeveless_2FHDXWBDXE,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_2FOPQ3QPHA,dress_sleeveless_2FOPQ3QPHA,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_2FVYBMVXC2,dress_sleeveless_2FVYBMVXC2,4,10,False,False,True,False,198,194,0,0
dress_sleeveless_2GLLD49YHA,dress_sleeveless_2GLLD49YHA,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_2GQ5KBODI7,dress_sleeveless_2GQ5KBODI7,4,10,False,False,True,False,234,230,0,0
dress_sleeveless_2GZ2B4SSYY,dress_sleeveless_2GZ2B4SSYY,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_2HHF4E1KB1,dress_sleeveless_2HHF4E1KB1,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_2I070Y8GZM,dress_sleeveless_2I070Y8GZM,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_2J4FNXVNXX,dress_sleeveless_2J4FNXVNXX,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_2JE5VX0T5B,dress_sleeveless_2JE5VX0T5B,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_2K8KGCEY1L,dress_sleeveless_2K8KGCEY1L,4,10,False,False,True,False,190,186,0,0
dress_sleeveless_2KJ0LL26CR,dress_sleeveless_2KJ0LL26CR,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_2KNQ2DATAF,dress_sleeveless_2KNQ2DATAF,4,10,False,False,True,False,264,260,0,0
dress_sleeveless_2KTGCVU32Y,dress_sleeveless_2KTGCVU32Y,4,10,False,False,True,False,276,272,0,0
dress_sleeveless_2L4ID4O03A,dress_sleeveless_2L4ID4O03A,4,10,False,False,True,False,212,208,0,0
dress_sleeveless_2NC4K8HV1H,dress_sleeveless_2NC4K8HV1H,4,10,False,False,True,False,280,276,0,0
dress_sleeveless_2NJND09HLM,dress_sleeveless_2NJND09HLM,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_2OR3E8MYHR,dress_sleeveless_2OR3E8MYHR,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_2P0MKU76ZA,dress_sleeveless_2P0MKU76ZA,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_2Q4BBR14BL,dress_sleeveless_2Q4BBR14BL,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_2RMJ6RC737,dress_sleeveless_2RMJ6RC737,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_2THIEP13BD,dress_sleeveless_2THIEP13BD,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_2V9MHB51I7,dress_sleeveless_2V9MHB51I7,4,10,False,False,True,False,216,212,0,0
dress_sleeveless_2VALRAE1CN,dress_sleeveless_2VALRAE1CN,4,10,False,False,True,False,244,240,0,0
dress_sleeveless_2VFEK273E1,dress_sleeveless_2VFEK273E1,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_2VPF8SQP76,dress_sleeveless_2VPF8SQP76,4,10,False,False,True,False,226,222,0,0
dress_sleeveless_2W17NOIWLW,dress_sleeveless_2W17NOIWLW,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_2W4ZRKXB64,dress_sleeveless_2W4ZRKXB64,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_2WAT6ICTMR,dress_sleeveless_2WAT6ICTMR,4,10,False,False,True,False,292,288,0,0
dress_sleeveless_2WDRXF0XQH,dress_sleeveless_2WDRXF0XQH,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_2WJ6L92096,dress_sleeveless_2WJ6L92096,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_2X1YSHXE6J,dress_sleeveless_2X1YSHXE6J,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_2XP3K2HTQQ,dress_sleeveless_2XP3K2HTQQ,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_2XT5OPWITH,dress_sleeveless_2XT5OPWITH,4,10,False,False,True,False,274,270,0,0
dress_sleeveless_2Y0YL8VRGK,dress_sleeveless_2Y0YL8VRGK,4,10,False,False,True,False,244,240,0,0
dress_sleeveless_2YKURF1BXU,dress_sleeveless_2YKURF1BXU,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_2YSQ1II6B4,dress_sleeveless_2YSQ1II6B4,4,10,False,False,True,False,254,250,0,0
dress_sleeveless_31CYW4YT22,dress_sleeveless_31CYW4YT22,4,10,False,False,True,False,204,200,0,0
dress_sleeveless_31FJP5BRUU,dress_sleeveless_31FJP5BRUU,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_32F4V58V1R,dress_sleeveless_32F4V58V1R,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_32Z95JU40X,dress_sleeveless_32Z95JU40X,4,10,False,False,True,False,214,210,0,0
dress_sleeveless_355AS10FIV,dress_sleeveless_355AS10FIV,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_38D6388M4Y,dress_sleeveless_38D6388M4Y,4,10,False,False,True,False,238,234,0,0
dress_sleeveless_38XJA3I4HK,dress_sleeveless_38XJA3I4HK,4,10,False,False,True,False,262,258,0,0
dress_sleeveless_39PKTPW5L4,dress_sleeveless_39PKTPW5L4,4,10,False,False,True,False,292,288,0,0
dress_sleeveless_39RMNTCDTZ,dress_sleeveless_39RMNTCDTZ,4,10,False,False,True,False,244,240,0,0
dress_sleeveless_39X6D3VA26,dress_sleeveless_39X6D3VA26,4,10,False,False,True,False,270,266,0,0
dress_sleeveless_3AD5QM2Z5D,dress_sleeveless_3AD5QM2Z5D,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_3BG742HIM8,dress_sleeveless_3BG742HIM8,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_3BHC3EKH84,dress_sleeveless_3BHC3EKH84,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_3BW4B6590T,dress_sleeveless_3BW4B6590T,4,10,False,False,True,False,202,198,0,0
