garment_name,matching_combination_name,panel_count,stitch_count,panel_name_contains_digit,contains_clockwise_panel,mesh_len_segmentation_match,mesh_filter_failed,none_vertex_count,stitch_vertex_count,none_filtered_vertex_count,stitch_filtered_vertex_count
dress_sleeveless_KBG2IUYWTO,dress_sleeveless_KBG2IUYWTO,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_KD9HTZOZA9,dress_sleeveless_KD9HTZOZA9,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_KE8ZVXGXRJ,dress_sleeveless_KE8ZVXGXRJ,4,10,False,False,True,False,224,220,0,0
dress_sleeveless_KIVZUTYQXK,dress_sleeveless_KIVZUTYQXK,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_KNX3NELDA5,dress_sleeveless_KNX3NELDA5,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_KS2Q6XTBDU,dress_sleeveless_KS2Q6XTBDU,4,10,False,False,True,False,194,190,0,0
dress_sleeveless_KTFK0DBG80,dress_sleeveless_KTFK0DBG80,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_KU5TI4J071,dress_sleeveless_KU5TI4J071,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_KUEEYL2JDW,dress_sleeveless_KUEEYL2JDW,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_KV21BFJ267,dress_sleeveless_KV21BFJ267,4,10,False,False,True,False,268,264,0,0
dress_sleeveless_L6QI4P911Y,dress_sleeveless_L6QI4P911Y,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_LAA11H25BD,dress_sleeveless_LAA11H25BD,4,10,False,False,True,False,232,228,0,0
dress_sleeveless_LEMDUNZXBV,dress_sleeveless_LEMDUNZXBV,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_LICBS0TYFW,dress_sleeveless_LICBS0TYFW,4,10,False,False,True,False,230,226,0,0
dress_sleeveless_LINTKTCSU6,dress_sleeveless_LINTKTCSU6,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_LL2OWBI3Y9,dress_sleeveless_LL2OWBI3Y9,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_LLW3AC8350,dress_sleeveless_LLW3AC8350,4,10,False,False,True,False,226,222,0,0
dress_sleeveless_LMBGE569DO,dress_sleeveless_LMBGE569DO,4,10,False,False,True,False,262,258,0,0
dress_sleeveless_LOE404SJI6,dress_sleeveless_LOE404SJI6,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_LQQMKX7F5K,dress_sleeveless_LQQMKX7F5K,4,10,False,False,True,False,226,222,0,0
dress_sleeveless_LSJXD5VWPT,dress_sleeveless_LSJXD5VWPT,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_LV1OQ853JX,dress_sleeveless_LV1OQ853JX,4,10,False,False,True,False,242,238,0,0
dress_sleeveless_LWYKPIYQLQ,dress_sleeveless_LWYKPIYQLQ,4,10,False,False,True,False,256,252,0,0
dress_sleeveless_LZKX5Z6YWF,dress_sleeveless_LZKX5Z6YWF,4,10,False,False,True,False,234,230,0,0
dress_sleeveless_M1LRSGN0M7,dress_sleeveless_M1LRSGN0M7,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_M33TDUEVWB,dress_sleeveless_M33TDUEVWB,4,10,False,False,True,False,216,212,0,0
dress_sleeveless_M531X1A9IM,dress_sleeveless_M531X1A9IM,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_MBLUK9YUWF,dress_sleeveless_MBLUK9YUWF,4,10,False,False,True,False,262,258,0,0
dress_sleeveless_MCDRPUAQM9,dress_sleeveless_MCDRPUAQM9,4,10,False,False,True,False,216,212,0,0
dress_sleeveless_MEWBNZS4FD,dress_sleeveless_MEWBNZS4FD,4,10,False,False,True,False,272,268,0,0
dress_sleeveless_MROJCF6ZZW,dress_sleeveless_MROJCF6ZZW,4,10,False,False,True,False,220,216,0,0
dress_sleeveless_MYB1IU1VKV,dress_sleeveless_MYB1IU1VKV,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_NDQR9JU3I7,dress_sleeveless_NDQR9JU3I7,4,10,False,False,True,False,208,204,0,0
dress_sleeveless_NIFR166FBN,dress_sleeveless_NIFR166FBN,4,10,False,False,True,False,250,246,0,0
dress_sleeveless_NOBJM1VKUF,dress_sleeveless_NOBJM1VKUF,4,10,False,False,True,False,200,196,0,0
dress_sleeveless_NSDL331U9S,dress_sleeveless_NSDL331U9S,4,10,False,False,True,False,228,224,0,0
dress_sleeveless_NTV72UZRJS,dress_sleeveless_NTV72UZRJS,4,10,False,False,True,False,260,256,0,0
dress_sleeveless_NUN5JNX0B0,dress_sleeveless_NUN5JNX0B0,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_O52L6V76IQ,dress_sleeveless_O52L6V76IQ,4,10,False,False,True,False,252,248,0,0
dress_sleeveless_O5861E7QQG,dress_sleeveless_O5861E7QQG,4,10,False,False,True,False,216,212,0,0
dress_sleeveless_OCKOUEKB8G,dress_sleeveless_OCKOUEKB8G,4,10,False,False,True,False,248,244,0,0
dress_sleeveless_ODAEGOFUYB,dress_sleeveless_ODAEGOFUYB,4,10,False,False,True,False,240,236,0,0
dress_sleeveless_ODCRZU7YJJ,dress_sleeveless_ODCRZU7YJJ,4,10,False,False,True,False,246,242,0,0
dress_sleeveless_OFVSR93ENH,dress_sleeveless_OFVSR93ENH,4,10,False,False,True,False,244,240,0,0
dress_sleeveless_OGGUGC0GH1,dress_sleeveless_OGGUGC0GH1,4,10,False,False,True,False,282,278,0,0
dress_sleeveless_OMI5WLOJSF,dress_sleeveless_OMI5WLOJSF,4,10,False,False,True,False,236,232,0,0
dress_sleeveless_OMJYJ0PT34,dress_sleeveless_OMJYJ0PT34,4,10,False,False,True,False,258,254,0,0
dress_sleeveless_OOZKFCCALD,dress_sleeveless_OOZKFCCALD,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_OUV1D15HX3,dress_sleeveless_OUV1D15HX3,4,10,False,False,True,False,226,222,0,0
dress_sleeveless_OV9BD99D1X,dress_sleeveless_OV9BD99D1X,4,10,False,False,True,False,266,262,0,0
dress_sleeveless_OVG21S6H0T,dress_sleeveless_OVG21S6H0T,4,10,False,False,True,False,286,282,0,0
dress_sleeveless_P409HISMHO,dress_sleeveless_P409HISMHO,4,10,False,False,True,False,252,248,0,0
